id,code,team,web_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
467,101184,1,Chambers,101184,50,47,23,864,0,0,2,14,0,0,0,1,0,0,0,171,227.8,40.0,134.0,40.2
489,200641,1,Nelson,200641,50,47,5,144,0,0,0,3,0,0,0,0,0,0,0,23,12.0,29.7,11.0,5.3
490,200089,1,Willock,200089,45,45,3,81,0,0,0,2,0,0,0,0,0,0,0,8,8.2,5.8,4.0,1.8
94,21205,2,Heaton,21205,50,47,8,305,0,0,0,4,0,0,0,0,0,8,0,48,53.4,0.0,0.0,5.3
309,169359,2,Targett,169359,45,43,2,166,0,0,0,6,0,0,0,0,0,0,0,35,42.2,38.6,0.0,8.1
445,149484,2,Mings,149484,45,42,3,201,0,0,0,5,0,0,0,1,0,0,0,40,46.6,14.8,10.0,7.2
58,56917,3,Steve Cook,56917,50,46,83,2764,2,1,5,53,1,0,0,5,0,0,9,495,870.0,65.6,271.0,120.6
59,126184,3,Aké,126184,50,50,102,3352,2,3,6,59,0,0,0,5,0,0,8,642,932.4,115.1,287.0,133.5
60,41320,3,Daniels,41320,50,47,94,3001,1,3,6,50,0,0,0,0,0,0,4,587,582.2,479.7,196.0,125.9
62,15149,3,Francis,15149,45,43,56,2708,0,1,4,47,0,0,0,8,1,0,3,491,726.8,418.4,163.0,131.0
63,54469,3,Adam Smith,54469,50,48,56,2067,1,3,2,38,0,0,0,6,0,0,3,376,455.0,345.5,144.0,94.5
66,222434,3,Simpson,222434,40,40,1,71,0,0,0,2,0,0,0,0,0,0,0,10,6.2,0.0,0.0,0.6
67,75115,3,Wilson,75115,60,56,102,1981,8,2,6,33,0,0,0,0,0,0,13,282,392.2,288.4,799.0,147.5
68,78007,3,King,78007,75,70,110,2450,8,4,7,38,0,0,0,3,0,0,10,381,577.0,556.7,902.0,203.7
69,154566,3,Solanke,154566,50,46,38,581,1,2,3,4,0,0,0,0,0,0,2,107,123.8,199.4,350.0,66.4
72,40349,3,Begovic,40349,45,45,112,3420,0,0,6,61,0,1,0,2,0,111,6,631,790.8,20.0,0.0,80.8
73,18726,3,Boruc,18726,45,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
75,90105,3,Fraser,90105,55,51,97,2003,5,3,2,38,0,0,0,0,0,0,13,390,492.8,646.6,413.0,155.0
77,56872,3,Stanislas,56872,60,57,75,1285,5,3,2,22,0,0,0,1,0,0,7,285,394.8,377.2,483.0,125.1
78,103912,3,Ibe,103912,50,46,85,1988,2,6,4,33,0,0,0,1,0,0,5,289,362.0,602.7,610.0,157.3
79,155408,3,Lewis Cook,155408,45,43,58,2234,0,2,3,42,0,0,0,5,0,0,0,337,456.4,423.3,126.0,100.7
80,15237,3,Surman,15237,45,43,82,1851,2,5,5,29,0,0,0,2,0,0,9,363,458.0,261.1,121.0,84.0
81,40387,3,Gosling,40387,50,48,59,1941,2,1,1,41,0,0,0,8,0,0,4,254,396.4,262.2,274.0,93.3
476,168991,3,Billing,168991,45,44,22,755,0,0,3,11,0,0,0,3,0,0,0,98,111.4,58.6,26.0,19.3
37,61933,4,Duffy,61933,45,46,100,3292,0,2,10,52,0,0,0,8,0,0,7,614,1027.6,98.9,361.0,148.9
41,42748,4,Bong,42748,45,44,63,2237,0,0,6,36,1,0,0,2,0,0,5,369,346.2,154.6,18.0,52.1
42,83299,4,Dunk,83299,45,45,97,3420,1,1,10,54,4,0,0,7,0,0,7,637,1002.8,147.8,425.0,157.9
44,20529,4,Murray,20529,60,59,111,2184,12,0,8,36,0,0,2,9,0,0,16,319,492.4,271.8,779.0,153.1
45,106757,4,Locadia,106757,60,60,16,221,1,1,1,8,0,0,0,0,0,0,2,47,50.4,24.6,89.0,15.8
47,131897,4,Ryan,131897,45,46,146,3420,0,0,10,54,0,2,0,0,0,124,13,726,911.6,0.0,0.0,91.1
49,60307,4,Groß,60307,55,59,164,2928,7,8,10,46,0,0,0,2,0,0,24,635,735.4,1311.0,527.0,257.6
51,167473,4,Izquierdo,167473,60,59,101,1976,5,5,5,32,0,0,0,2,0,0,4,324,385.4,311.3,618.0,131.3
52,83543,4,Knockaert,83543,60,55,88,2415,3,1,11,29,0,0,0,4,1,0,6,383,404.0,557.2,530.0,149.1
54,66242,4,Pröpper,66242,55,53,87,3118,0,4,9,50,0,0,0,2,1,0,1,446,535.8,297.1,255.0,108.9
55,109345,4,March,109345,50,48,74,1838,1,3,6,29,0,0,0,3,0,0,3,303,357.4,320.9,316.0,99.8
56,38490,4,Kayal,38490,45,44,25,735,0,0,1,14,0,0,0,2,0,0,0,115,111.2,137.0,48.0,29.6
57,40845,4,Stephens,40845,45,45,87,3240,0,3,10,50,0,0,0,6,0,0,2,550,625.8,272.5,176.0,107.7
83,51927,5,Mee,51927,45,49,90,2610,0,0,9,27,0,0,0,5,0,0,6,491,748.6,74.5,349.0,117.3
84,17761,5,Tarkowski,17761,45,46,101,2790,0,1,11,30,0,0,0,5,0,0,4,539,822.0,98.4,253.0,117.8
85,68983,5,Lowton,68983,45,44,89,2295,0,3,8,26,0,0,0,1,0,0,4,450,574.6,264.9,46.0,89.0
86,17997,5,Bardsley,17997,45,40,33,1125,0,0,4,13,0,0,0,5,0,0,0,193,229.4,117.5,35.0,38.3
87,103914,5,Taylor,103914,45,42,23,949,0,0,2,12,0,0,0,3,0,0,0,132,184.2,86.8,4.0,27.5
88,41674,5,Long,41674,40,41,57,1440,1,2,4,21,1,0,0,1,0,0,6,282,460.0,64.8,220.0,74.5
90,44699,5,Barnes,44699,55,53,92,2150,9,0,5,23,0,0,0,10,0,0,9,290,407.2,274.8,797.0,145.8
91,60689,5,Wood,60689,65,62,104,1621,10,1,10,11,0,0,0,1,0,0,20,314,442.0,203.5,692.0,133.8
93,98747,5,Pope,98747,45,50,152,3114,0,0,11,35,0,1,0,3,0,113,19,701,862.4,40.0,0.0,90.1
95,15749,5,Hart,15749,45,42,59,1710,0,1,4,39,0,1,0,0,0,54,3,341,382.8,20.0,0.0,40.2
96,60586,5,Gudmundsson,60586,50,50,117,2831,2,9,10,33,0,0,0,2,0,0,7,467,599.0,1052.0,539.0,219.2
97,433154,5,McNeil,433154,45,45,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
98,90517,5,Brady,90517,55,53,56,1277,1,4,6,12,0,0,0,3,0,0,7,216,273.8,477.9,221.0,97.3
99,39847,5,Defour,39847,55,54,62,1998,1,1,12,17,0,0,0,6,0,0,0,353,353.8,310.8,117.0,78.4
100,83314,5,Hendrick,83314,55,54,85,2326,2,2,9,28,0,0,0,1,0,0,1,307,265.6,408.2,335.0,100.9
101,60551,5,Westwood,60551,45,43,35,1105,0,1,2,17,0,0,0,2,0,0,1,189,182.4,134.8,90.0,40.7
102,40145,5,Cork,40145,45,45,100,3420,2,1,12,39,0,0,0,7,0,0,6,533,589.6,332.8,265.0,119.0
430,17349,5,Lennon,17349,55,54,65,1906,0,4,6,30,0,0,0,2,0,0,0,204,232.2,203.2,297.0,73.3
447,39487,5,Pieters,39487,50,47,71,2717,0,1,7,50,0,0,0,5,0,0,1,456,567.4,247.2,58.0,87.3
451,44683,5,Rodriguez,44683,60,54,109,2807,7,1,10,41,0,0,0,2,0,0,11,335,460.4,329.8,931.0,171.1
103,82263,6,Alonso,82263,70,71,165,2855,7,2,13,30,0,0,0,6,0,0,15,650,697.8,549.6,822.0,207.1
104,102380,6,Rüdiger,102380,60,58,115,2336,2,1,12,22,0,0,0,4,0,0,8,557,546.6,83.0,217.0,84.8
105,41328,6,Azpilicueta,41328,65,69,175,3330,2,6,15,38,1,0,0,1,0,0,25,913,967.4,535.7,168.0,167.5
106,41270,6,David Luiz,41270,60,57,32,838,1,2,3,13,0,0,0,3,1,0,0,186,210.2,22.3,65.0,29.6
107,109533,6,Emerson,109533,55,52,14,278,0,1,1,4,0,0,0,0,0,0,0,68,61.8,28.7,48.0,13.8
108,135363,6,Christensen,135363,55,53,79,2067,0,0,8,23,0,0,0,0,0,0,4,475,466.6,66.5,109.0,64.3
109,105700,6,Zappacosta,105700,60,59,58,1087,1,1,5,15,0,0,0,0,0,0,1,226,255.2,245.3,329.0,82.6
110,44346,6,Giroud,44346,85,84,77,981,7,1,5,11,0,0,0,0,0,0,10,273,307.0,311.1,673.0,129.0
112,20310,6,Caballero,20310,50,48,11,270,0,0,1,4,0,0,0,0,0,7,0,54,55.2,0.0,0.0,5.5
113,47431,6,Willian,47431,70,70,130,1874,6,8,9,19,0,0,0,1,0,0,13,522,640.0,891.5,715.0,224.5
114,49579,6,Pedro,49579,80,77,81,1511,4,2,8,14,0,0,0,1,0,0,2,272,338.4,410.0,498.0,124.6
115,126187,6,Loftus-Cheek,126187,45,44,77,1871,2,5,6,30,0,0,0,1,0,0,2,337,379.2,377.0,487.0,124.5
116,209046,6,Hudson-Odoi,209046,45,45,2,27,0,0,0,1,0,0,0,0,0,0,0,11,8.8,1.7,27.0,3.8
117,88894,6,Barkley,88894,75,73,3,129,0,0,0,4,0,0,0,0,0,0,0,11,21.0,34.7,45.0,10.1
119,116594,6,Kanté,116594,50,49,101,2994,1,2,16,32,0,0,0,3,0,0,9,655,676.0,638.2,199.0,151.7
120,61603,6,Drinkwater,61603,50,47,24,520,1,0,1,7,0,0,0,0,0,0,1,117,116.4,88.1,54.0,25.7
121,199598,6,Ampadu,199598,45,45,1,10,0,0,0,1,0,0,0,0,0,0,0,6,7.4,0.0,0.0,0.7
459,103192,6,Zouma,103192,55,54,87,2887,1,0,7,50,0,0,0,1,0,0,5,554,814.2,91.8,235.0,114.4
460,173879,6,Abraham,173879,55,54,86,1715,5,3,4,31,0,0,0,0,0,0,11,238,269.2,182.6,693.0,114.2
461,94245,6,Batshuayi,94245,85,81,25,351,2,1,1,7,1,0,0,0,0,0,3,77,99.4,39.0,123.0,25.7
462,167767,6,Kenedy,167767,50,48,51,1023,2,2,6,9,0,0,0,1,0,0,5,171,236.4,224.1,253.0,71.4
123,74230,7,van Aanholt,74230,55,52,95,2182,5,1,6,38,0,0,0,7,0,0,7,448,537.0,303.8,319.0,116.3
124,49413,7,Tomkins,49413,45,44,99,2386,3,0,9,32,0,0,0,8,0,0,9,512,712.6,22.4,309.0,104.7
125,40784,7,Sakho,40784,50,46,81,1597,1,2,6,23,0,0,0,1,0,0,18,405,426.2,30.7,77.0,53.6
126,55494,7,Ward,55494,50,47,41,1613,0,1,4,25,1,0,0,4,0,0,0,276,340.6,163.5,58.0,56.3
127,19188,7,Dann,19188,50,46,32,1434,1,0,1,26,0,0,0,4,0,0,0,211,342.2,62.3,268.0,67.0
128,58786,7,Kelly,58786,45,41,34,1193,0,0,4,21,1,0,0,1,0,0,1,185,222.6,25.7,84.0,33.3
129,54861,7,Benteke,54861,80,75,84,2234,3,7,6,36,0,0,1,6,0,0,5,174,325.2,406.7,845.0,157.5
130,59125,7,Wickham,59125,55,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
132,20066,7,Hennessey,20066,45,44,99,2430,0,0,7,41,0,0,0,1,0,91,11,506,603.8,10.0,0.0,61.4
133,82403,7,Zaha,82403,70,71,136,2549,9,7,10,31,0,0,0,5,0,0,8,404,668.0,716.9,1125.0,251.0
134,66975,7,Milivojevic,66975,50,52,144,3079,10,2,8,52,0,0,1,8,0,0,21,630,873.8,379.0,432.0,168.6
135,60252,7,Townsend,60252,60,56,121,3120,2,9,9,48,0,0,0,3,0,0,7,552,626.0,1012.1,587.0,222.8
137,86417,7,Schlupp,86417,50,47,50,1742,0,2,3,30,0,0,0,3,0,0,0,281,339.6,189.7,155.0,68.6
138,50471,7,McArthur,50471,45,44,101,2425,5,2,7,35,0,0,0,5,0,0,9,416,490.6,333.0,566.0,138.9
139,55037,7,Kouyaté,55037,50,50,86,2798,2,3,7,56,0,0,0,5,0,0,2,367,480.0,262.4,320.0,106.1
468,80146,7,Ayew,80146,50,54,108,2850,7,2,7,49,0,0,0,2,1,0,12,382,562.2,350.4,944.0,185.8
143,106611,8,Keane,106611,55,53,81,2559,0,1,7,46,0,0,0,3,0,0,11,513,703.4,58.4,124.0,88.7
144,59949,8,Coleman,59949,65,64,39,1035,0,1,4,12,0,0,0,0,0,0,0,198,227.6,113.7,69.0,41.2
145,12745,8,Baines,12745,60,57,82,1909,2,3,5,34,0,0,0,1,0,0,10,381,407.4,373.5,102.0,88.2
146,66838,8,Tosun,66838,75,67,55,984,5,0,4,13,0,0,0,0,0,0,9,192,232.4,226.4,304.0,75.6
147,177815,8,Calvert-Lewin,177815,50,49,88,1871,4,8,6,28,0,0,0,4,0,0,3,255,354.0,322.6,630.0,130.2
148,111234,8,Pickford,111234,50,49,145,3420,0,0,10,58,0,1,0,0,0,121,16,724,873.6,30.1,4.0,90.7
149,10318,8,Stekelenburg,10318,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
150,212319,8,Richarlison,212319,60,58,125,2817,5,8,8,54,0,0,0,4,0,0,4,304,497.0,384.7,1217.0,209.3
151,55422,8,Sigurdsson,55422,85,80,96,2257,4,4,6,40,0,0,0,2,0,0,8,396,485.6,614.9,437.0,154.0
153,20467,8,Walcott,20467,75,66,62,1214,3,3,4,17,0,0,0,2,0,0,3,226,316.6,234.9,406.0,95.9
154,173807,8,Davies,173807,55,51,66,1892,2,2,6,24,0,0,0,7,0,0,3,223,242.8,207.2,218.0,65.8
155,219352,8,Lookman,219352,55,51,10,153,0,1,0,6,0,0,0,0,0,0,0,30,12.0,20.5,43.0,7.5
156,80801,8,Gueye,80801,50,48,87,2749,2,2,9,45,0,0,0,6,1,0,7,552,577.0,303.6,166.0,104.6
157,50472,8,McCarthy,50472,50,49,6,204,0,0,0,6,0,0,0,0,0,0,0,41,33.8,19.3,4.0,5.8
158,42774,8,Schneiderlin,42774,50,47,52,2124,0,0,6,38,0,0,0,4,1,0,1,344,361.2,159.2,52.0,57.2
205,41823,8,Delph,41823,45,45,55,1740,1,2,6,17,0,0,0,2,0,0,0,398,369.2,263.7,62.0,69.4
478,194164,8,Holgate,194164,45,40,37,1183,0,0,4,14,0,0,0,3,0,0,0,214,285.8,93.9,105.0,48.5
479,57513,8,Lössl,57513,45,46,135,3420,0,1,10,58,1,2,0,1,0,103,11,701,846.8,30.0,0.0,87.8
160,95658,9,Maguire,95658,50,55,117,3420,2,4,9,60,0,0,0,7,0,0,10,716,955.8,254.3,478.0,168.8
161,172850,9,Chilwell,172850,45,44,65,1848,0,2,6,30,0,0,0,1,1,0,4,381,382.8,332.1,63.0,78.0
162,37642,9,Evans,37642,50,49,78,2269,2,2,6,38,1,0,0,7,0,0,5,455,536.2,104.2,211.0,85.1
163,37402,9,Fuchs,37402,50,47,57,1917,0,1,4,35,1,0,0,1,0,0,8,370,396.6,282.2,55.0,73.5
165,15033,9,Morgan,15033,45,44,61,2817,0,0,5,52,0,0,0,4,0,0,1,390,530.0,62.0,158.0,75.1
166,101668,9,Vardy,101668,85,88,183,3248,20,2,8,57,0,0,1,3,0,0,28,674,822.8,439.9,1222.0,248.6
167,173515,9,Iheanacho,173515,70,65,54,818,3,4,1,17,0,0,0,2,0,0,5,171,214.2,185.6,350.0,74.5
168,17745,9,Schmeichel,17745,50,51,123,2965,0,0,8,47,1,2,0,3,0,93,17,592,687.2,11.1,0.0,69.9
169,11974,9,Jakupovic,11974,45,42,4,180,0,0,0,6,0,0,0,0,0,8,0,36,67.8,0.0,0.0,6.8
170,95463,9,Ward,95463,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
172,201666,9,Barnes,201666,45,45,3,8,0,0,0,0,0,0,0,0,0,0,0,8,0.2,1.0,6.0,0.6
174,51938,9,Albrighton,51938,55,55,107,2533,2,8,8,42,0,0,0,5,1,0,12,458,580.0,718.3,300.0,160.2
175,172632,9,Gray,172632,55,53,80,1683,3,3,4,35,0,0,0,2,0,0,2,308,290.6,412.8,461.0,116.7
176,203341,9,Ndidi,203341,50,49,78,2896,0,4,9,45,0,0,0,6,2,0,4,449,640.4,230.7,299.0,117.2
177,61604,9,James,61604,45,44,26,991,0,0,4,15,0,0,0,2,0,0,0,121,114.6,52.7,145.0,31.4
178,155569,9,Amartey,155569,45,43,13,486,0,0,3,7,0,0,0,0,1,0,0,53,81.2,10.3,0.0,9.2
179,86881,9,Mendy,86881,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
180,197469,9,Choudhury,197469,45,44,13,375,0,1,0,9,0,0,0,1,0,0,0,60,68.0,20.2,16.0,10.4
265,168580,9,Pérez,168580,55,55,124,2486,8,6,8,28,1,0,0,3,0,0,15,420,571.8,539.0,809.0,191.7
480,13152,9,King,13152,45,42,51,1247,3,1,1,26,0,0,0,2,0,0,1,225,239.8,116.9,204.0,56.2
181,122798,10,Robertson,122798,50,50,111,1940,1,5,10,18,0,0,0,2,0,0,12,514,424.0,414.5,174.0,101.3
182,169187,10,Alexander-Arnold,169187,45,44,83,1573,1,2,8,17,0,0,0,3,0,0,10,385,358.2,399.2,142.0,90.1
183,97032,10,van Dijk,97032,55,57,78,2253,0,0,8,28,0,0,0,1,0,0,5,481,601.0,122.6,277.0,100.2
184,171287,10,Gomez,171287,45,45,86,1901,0,2,9,22,0,0,0,3,0,0,9,480,437.4,285.6,46.0,76.9
185,60914,10,Matip,60914,55,54,81,1995,1,0,9,27,0,0,0,3,0,0,3,470,544.8,96.1,140.0,78.1
186,38454,10,Lovren,38454,55,53,110,2124,2,1,11,24,0,0,0,4,0,0,10,539,656.4,104.5,242.0,100.2
187,92217,10,Firmino,92217,85,95,181,2760,15,8,16,32,0,0,0,1,0,0,29,758,951.0,834.5,1341.0,312.7
188,152760,10,Origi,152760,75,74,1,9,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
190,66797,10,Mignolet,66797,50,47,67,1710,0,0,7,24,0,1,0,3,0,36,0,329,281.0,0.0,0.0,28.0
191,118748,10,Salah,118748,90,106,303,2905,32,12,15,29,0,0,1,1,0,0,26,881,1496.2,942.5,2109.0,454.4
192,110979,10,Mané,110979,95,94,147,2189,10,8,15,24,0,0,0,3,1,0,8,499,677.4,739.1,964.0,238.0
193,81880,10,Chamberlain,81880,60,55,94,1718,3,7,5,28,0,0,0,3,0,0,5,423,548.0,625.1,494.0,166.5
194,68312,10,Shaqiri,68312,60,61,155,3039,8,9,6,58,0,0,1,5,0,0,19,554,718.0,1151.6,676.0,255.2
195,39155,10,Lallana,39155,75,73,13,234,0,0,1,1,0,0,0,1,0,0,0,37,32.6,113.4,128.0,27.3
198,56979,10,Henderson,56979,55,53,75,2169,1,1,14,21,0,0,0,1,0,0,3,382,417.0,448.8,110.0,97.8
199,41733,10,Wijnaldum,41733,70,66,85,2381,1,2,15,23,0,0,0,1,0,0,1,406,341.8,356.2,399.0,109.9
200,15157,10,Milner,15157,65,60,77,1759,0,3,6,25,0,0,0,3,0,0,4,459,437.2,615.5,272.0,132.5
201,217989,10,Camacho,217989,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
202,146941,11,Laporte,146941,55,51,35,806,0,0,4,5,0,0,0,1,0,0,2,204,165.8,52.8,34.0,25.4
203,58621,11,Walker,58621,65,66,138,2784,0,6,15,22,1,0,0,2,1,0,8,691,542.4,511.4,117.0,117.1
204,102826,11,Mendy,102826,65,63,20,360,0,1,2,1,0,0,0,2,0,0,1,96,84.2,139.3,48.0,27.2
206,206325,11,Zinchenko,206325,50,50,16,530,0,0,3,3,0,0,0,1,0,0,0,104,116.4,145.9,21.0,28.3
207,97299,11,Stones,97299,55,53,70,1301,0,0,9,11,0,0,0,0,0,0,5,334,283.4,26.3,120.0,43.2
208,57410,11,Otamendi,57410,55,64,156,2966,4,0,15,25,1,0,0,9,0,0,21,742,846.6,224.6,363.0,143.7
209,100180,11,Danilo,100180,55,50,100,1340,3,2,9,11,0,0,0,2,0,0,8,398,376.0,158.1,176.0,71.1
210,37572,11,Agüero,37572,115,115,169,1960,21,6,13,12,0,0,0,2,0,0,22,740,966.4,570.8,1484.0,302.5
211,205651,11,Jesus,205651,105,104,126,1660,13,7,9,12,0,0,2,6,0,0,18,473,603.6,360.3,1089.0,204.9
212,121160,11,Ederson,121160,55,57,158,3195,0,0,16,26,0,2,0,1,0,58,10,666,546.2,10.0,0.0,55.6
213,33148,11,Bravo,33148,50,45,10,224,0,0,1,1,0,0,0,0,0,4,1,42,45.2,0.0,0.0,4.5
214,103955,11,Sterling,103955,80,91,229,2584,18,17,13,23,0,0,0,3,1,0,19,701,969.8,838.2,1488.0,329.7
215,61366,11,De Bruyne,61366,100,103,209,3073,8,18,19,22,0,0,0,2,0,0,25,872,1146.6,1744.2,797.0,368.9
216,182156,11,Sané,182156,85,87,179,2415,10,15,12,22,0,0,0,4,0,0,17,647,842.4,891.3,1013.0,274.4
217,103025,11,Mahrez,103025,85,87,195,2948,12,13,9,51,0,0,0,2,0,0,19,682,966.0,924.0,932.0,282.6
218,165809,11,Bernardo Silva,165809,80,72,112,1514,6,5,9,10,0,0,0,0,0,0,8,440,475.6,508.7,464.0,144.4
219,20664,11,David Silva,20664,80,82,169,2431,9,11,14,18,0,0,0,5,0,0,26,671,875.8,1118.5,867.0,286.5
220,209244,11,Foden,209244,50,47,8,45,0,1,0,1,0,0,0,0,0,0,0,31,29.2,32.1,10.0,7.1
221,27789,11,Fernandinho,27789,50,50,120,2880,5,4,15,24,0,0,0,7,0,0,9,596,800.2,511.9,411.0,172.4
222,59859,11,Gündogan,59859,55,54,82,1504,4,2,6,15,0,0,0,3,0,0,9,376,381.4,406.4,408.0,119.3
122,214590,12,Wan-Bissaka,214590,45,45,15,627,0,0,2,10,0,0,0,1,0,0,0,116,207.2,60.0,2.0,26.8
223,55909,12,Smalling,55909,55,57,123,2535,4,0,11,24,0,0,0,4,0,0,9,590,743.8,35.3,230.0,101.2
224,18892,12,Young,18892,50,48,98,2444,2,6,9,26,0,0,0,7,0,0,11,479,601.2,502.3,213.0,131.6
225,184667,12,Lindelöf,184667,55,49,47,1284,0,0,5,14,0,0,0,1,0,0,1,297,272.8,37.7,8.0,32.0
226,106760,12,Shaw,106760,50,48,48,787,0,0,7,2,0,0,0,2,0,0,4,216,142.6,127.0,144.0,41.5
227,58893,12,Rojo,58893,55,54,23,639,0,0,3,8,0,0,0,6,0,0,4,126,151.4,26.0,47.0,22.5
228,197365,12,Bailly,197365,60,60,55,1000,1,0,7,6,1,0,0,2,0,0,3,248,222.0,28.4,79.0,33.0
230,40002,12,Darmian,40002,55,49,27,443,0,0,3,3,0,0,0,0,0,0,3,119,95.0,25.3,6.0,12.6
231,76359,12,Jones,76359,50,55,116,1973,0,0,15,11,1,0,0,2,0,0,19,554,486.4,36.6,12.0,53.6
232,66749,12,Lukaku,66749,115,115,162,2866,16,7,14,26,0,0,1,4,0,0,18,593,831.0,572.4,1334.0,273.2
233,176297,12,Rashford,176297,75,73,104,1799,7,5,10,16,0,0,0,3,0,0,11,387,470.8,412.1,838.0,171.7
235,51940,12,de Gea,51940,55,59,172,3330,0,0,18,28,0,0,0,0,0,115,10,757,821.2,10.0,0.0,83.4
236,42899,12,Romero,42899,50,47,7,90,0,0,1,0,0,0,0,0,0,3,0,26,26.4,0.0,0.0,2.6
237,6744,12,Grant,6744,45,42,5,270,0,0,0,7,0,0,0,0,0,8,0,44,64.2,0.0,0.0,6.3
238,74208,12,Pogba,74208,80,79,138,2145,6,13,11,20,0,0,0,5,1,0,15,528,710.8,663.5,780.0,215.6
239,148225,12,Martial,148225,80,78,125,1572,9,6,9,13,0,0,0,1,0,0,7,403,535.4,509.3,748.0,179.5
240,37265,12,Sánchez,37265,120,114,152,2546,9,10,11,32,0,0,1,5,0,0,13,515,823.2,1155.2,1281.0,326.1
241,109322,12,Lingard,109322,60,60,128,1807,8,6,9,18,0,0,0,2,0,0,10,450,526.6,519.1,711.0,175.3
242,43670,12,Mata,43670,70,68,100,1919,3,5,15,10,0,0,0,1,0,0,6,418,422.8,849.9,453.0,172.1
246,156689,12,Pereira,156689,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
247,62398,12,Matic,62398,50,47,91,3117,1,1,16,26,0,0,0,6,0,0,3,576,681.4,427.9,168.0,127.9
248,195851,12,McTominay,195851,45,42,21,629,0,0,4,3,0,0,0,2,0,0,0,96,78.2,53.6,11.0,14.2
481,180804,12,Tuanzebe,180804,40,39,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
251,56983,13,Ritchie,56983,60,54,116,2802,3,7,9,35,0,0,0,6,0,0,10,489,561.2,844.4,520.0,192.6
253,151119,13,Yedlin,151119,45,45,88,2842,0,2,7,37,1,0,0,5,0,0,5,467,494.4,340.7,63.0,90.0
254,57145,13,Fernández,57145,45,45,85,2676,1,1,7,44,1,0,0,5,0,0,10,500,736.0,75.4,187.0,100.0
