id,code,team,web_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
255,106618,13,Dummett,106618,45,42,52,1602,0,0,5,18,0,0,0,1,0,0,0,280,333.6,97.8,58.0,49.0
256,109528,13,Manquillo,109528,45,42,49,1757,0,1,4,31,0,0,0,2,0,0,1,247,266.0,164.8,26.0,45.9
257,77359,13,Lejeune,77359,45,43,66,2103,0,2,5,32,0,0,0,3,0,0,6,406,557.0,92.3,139.0,78.9
258,101148,13,Lascelles,101148,45,49,116,2927,3,0,9,31,0,0,0,5,0,0,9,567,800.0,77.2,234.0,111.5
259,58845,13,Clark,58845,45,43,64,1745,2,1,4,30,0,0,0,3,0,0,6,317,433.6,50.8,190.0,67.5
261,61316,13,Joselu,61316,55,55,69,1703,4,1,5,25,0,0,1,2,0,0,5,227,291.2,254.8,526.0,106.5
262,67089,13,Dubravka,67089,45,45,53,1080,0,0,4,11,0,1,0,0,0,26,5,215,234.6,0.0,0.0,23.3
263,59735,13,Darlow,59735,45,43,33,900,0,0,2,15,1,0,0,0,0,35,2,172,258.8,0.0,0.0,25.9
264,155503,13,Woodman,155503,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
267,104953,13,Atsu,104953,50,48,78,1776,2,4,6,22,0,0,0,1,0,0,5,236,308.8,340.6,480.0,112.9
268,76542,13,Ki Sung-yueng,76542,50,46,73,1865,2,2,5,29,0,0,0,2,0,0,9,340,307.2,338.1,152.0,79.7
269,50232,13,Shelvey,50232,55,52,73,2264,1,4,6,30,0,0,0,2,2,0,4,360,442.6,639.9,243.0,132.3
271,153127,13,Hayden,153127,45,43,41,1365,1,0,3,25,0,0,0,7,0,0,0,171,273.6,164.7,144.0,58.2
482,58771,13,Colback,58771,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
483,114243,13,Murphy,114243,55,50,51,1137,1,2,2,25,0,0,0,0,0,0,2,171,161.8,159.7,227.0,54.7
277,83428,14,Hanley,83428,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
280,20480,14,Krul,20480,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
454,113564,14,Byram,113564,45,42,5,246,0,0,0,7,0,0,0,1,0,0,0,41,71.0,37.6,36.0,14.5
70,178304,15,Mousset,178304,50,49,36,581,2,0,1,16,0,0,0,1,0,0,3,106,120.4,69.5,252.0,43.9
302,79934,15,Norwood,79934,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
444,7645,15,Jagielka,7645,50,47,60,2063,0,0,6,39,0,0,0,2,0,0,5,415,529.2,24.1,108.0,66.2
305,40146,16,Bertrand,40146,55,53,103,3135,0,5,8,49,0,0,0,2,0,0,4,553,515.2,589.1,286.0,139.3
307,171771,16,Bednarek,171771,45,41,22,427,1,0,2,5,0,0,0,1,0,0,0,88,110.0,1.9,19.0,13.1
308,88900,16,Stephens,88900,50,45,58,1980,2,0,5,33,0,0,0,6,1,0,2,360,506.6,68.3,224.0,79.9
310,80447,16,Yoshida,80447,50,46,76,2049,2,1,6,32,0,0,0,2,1,0,6,413,525.2,67.0,236.0,83.0
312,78356,16,Austin,78356,65,58,72,1024,7,1,4,15,0,0,0,2,0,0,9,215,302.8,89.4,689.0,107.7
313,84939,16,Ings,84939,55,54,18,262,1,1,3,0,0,0,0,0,0,0,0,53,57.8,42.0,143.0,24.0
314,220598,16,Obafemi,220598,45,45,1,8,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1.3,4.0,0.3
315,20452,16,Long,20452,60,56,53,1570,2,2,4,28,0,0,0,6,0,0,0,167,235.6,301.9,512.0,104.6
317,40383,16,Forster,40383,50,46,73,1800,0,0,4,30,0,1,0,0,0,69,6,351,488.2,0.0,0.0,48.9
318,58376,16,McCarthy,58376,45,44,52,1620,0,0,4,26,0,0,0,2,0,42,3,278,280.8,0.0,0.0,28.1
320,83283,16,Redmond,83283,65,59,72,1938,1,3,7,31,0,0,0,3,0,0,3,296,347.0,630.9,493.0,147.2
321,101178,16,Ward-Prowse,101178,55,49,84,1708,3,5,2,29,0,0,0,3,0,0,8,367,363.4,613.9,296.0,127.1
324,151086,16,Lemina,151086,50,48,58,1715,1,1,4,31,0,0,0,2,0,0,5,337,363.6,170.6,145.0,67.8
325,132015,16,Højbjerg,132015,45,43,39,1666,0,0,3,30,0,0,0,6,0,0,0,261,266.6,258.4,148.0,67.6
328,78056,16,Oriol Romeu,78056,45,42,68,2897,1,0,8,47,0,0,0,11,0,0,0,474,616.2,338.7,231.0,118.7
485,167075,16,Hoedt,167075,50,50,74,2520,0,2,5,42,0,0,0,7,0,0,11,532,661.6,130.9,146.0,93.8
486,58822,16,Cédric,58822,50,47,85,2794,0,3,7,44,0,0,0,3,0,0,2,481,507.0,455.6,159.0,112.3
329,115556,17,Davies,115556,55,58,143,2323,2,7,12,20,0,0,0,3,0,0,14,615,610.0,698.8,201.0,151.0
330,39194,17,Vertonghen,39194,60,61,138,3203,0,1,16,31,0,0,0,4,0,0,13,778,774.4,205.7,243.0,122.7
331,55605,17,Alderweireld,55605,60,58,43,1177,0,0,5,13,0,0,0,3,0,0,3,247,249.2,67.8,50.0,36.8
332,38290,17,Rose,38290,65,64,24,800,0,2,2,14,0,0,0,4,0,0,0,136,159.4,181.6,117.0,45.9
333,173904,17,Sánchez,173904,60,60,107,2532,0,0,13,21,1,0,0,1,1,0,8,597,598.0,74.8,89.0,76.2
334,77794,17,Trippier,77794,55,52,113,1912,0,7,9,21,0,0,0,1,0,0,18,539,459.0,617.5,78.0,115.6
335,234908,17,Foyth,234908,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
336,80226,17,Aurier,80226,60,59,77,1427,2,2,6,13,0,0,0,1,1,0,9,335,367.2,236.5,209.0,81.4
337,158534,17,Walker-Peters,158534,45,40,13,188,0,2,1,4,0,0,0,0,0,0,0,73,70.4,48.3,10.0,12.9
338,78830,17,Kane,78830,125,131,217,3074,29,2,15,34,0,0,1,5,0,0,31,781,1214.4,502.1,2355.0,407.4
339,165990,17,Janssen,165990,75,74,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0
340,37915,17,Lloris,37915,55,55,144,3240,0,0,15,35,0,0,0,1,0,87,6,694,726.4,0.1,0.0,72.3
341,102884,17,Gazzaniga,102884,45,42,9,90,0,0,1,0,0,0,0,0,0,3,2,26,27.4,0.0,0.0,2.7
342,85971,17,Son,85971,80,83,178,2292,12,8,14,18,0,0,0,0,0,0,16,544,725.8,588.2,1177.0,249.1
343,80607,17,Eriksen,80607,95,97,199,3218,11,10,17,33,0,0,0,0,0,0,23,826,1072.6,1487.0,1021.0,358.2
344,108823,17,Alli,108823,95,90,175,2957,9,13,16,28,0,0,0,7,0,0,12,565,775.2,878.5,934.0,258.8
345,95715,17,Lucas Moura,95715,80,77,11,206,0,1,0,6,0,0,0,0,0,0,0,36,49.0,83.2,41.0,17.5
346,62974,17,Lamela,62974,65,63,55,826,2,4,4,12,0,0,0,4,0,0,1,186,204.8,283.1,364.0,84.7
347,157668,17,Winks,157668,50,48,31,768,0,1,4,9,0,0,0,0,0,0,0,167,144.4,172.2,14.0,33.1
348,54756,17,Wanyama,54756,50,48,32,837,1,0,2,11,0,0,0,2,0,0,1,174,206.0,96.8,77.0,37.8
349,45268,17,Sissoko,45268,55,53,58,1385,1,1,7,18,0,0,0,3,0,0,0,246,245.8,384.7,281.0,91.1
350,93264,17,Dier,93264,50,47,85,2822,0,2,15,30,0,0,0,4,0,0,2,477,604.2,293.4,289.0,118.6
353,40868,18,Holebas,40868,50,48,72,2381,0,4,6,47,0,0,0,7,0,0,6,412,510.0,632.8,125.0,127.0
354,85624,18,Kabasele,85624,45,44,68,2329,2,0,6,43,1,0,0,5,0,0,2,407,645.0,52.0,137.0,83.7
356,20145,18,Mariappa,20145,40,41,58,2206,0,0,6,43,0,0,0,4,0,0,2,378,462.0,59.4,106.0,62.8
357,54484,18,Kiko Femenía,54484,45,43,65,1709,1,1,5,34,0,0,0,2,0,0,9,389,327.2,302.8,113.0,74.5
358,41338,18,Cathcart,41338,45,44,14,495,0,0,1,6,0,0,0,1,0,0,0,90,120.0,2.0,23.0,14.6
359,52940,18,Janmaat,52940,50,48,59,1818,3,1,2,37,0,0,0,3,0,0,3,342,445.0,230.6,253.0,92.9
361,41945,18,Prödl,41945,45,43,42,1566,0,0,5,29,0,0,0,5,0,0,0,267,276.4,25.9,89.0,39.3
362,41725,18,Deeney,41725,65,63,73,1836,5,2,6,30,0,0,2,1,1,0,7,241,343.0,349.4,566.0,125.3
363,94924,18,Deulofeu,94924,60,55,25,433,1,1,2,3,0,0,0,0,0,0,3,87,92.4,141.3,124.0,35.8
364,73426,18,Gray,73426,65,63,79,1486,5,3,5,30,0,0,0,1,0,0,4,237,251.2,254.0,594.0,108.2
365,173514,18,Success,173514,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
366,9089,18,Foster,9089,45,43,123,3330,0,0,10,55,0,0,0,2,0,99,11,635,716.8,20.0,0.0,73.8
368,121599,18,Doucouré,121599,50,52,136,3324,7,4,9,63,0,0,0,10,0,0,16,679,859.0,595.8,537.0,199.7
369,61566,18,Pereyra,61566,60,58,81,1610,5,3,1,34,0,0,0,3,0,0,5,299,346.0,370.6,472.0,118.8
370,108413,18,Hughes,108413,50,46,53,987,2,3,4,16,0,0,0,0,0,0,5,190,238.6,267.0,136.0,64.3
371,43250,18,Cleverley,43250,50,50,58,1900,1,2,6,33,0,0,1,1,1,0,3,300,332.2,464.8,124.0,92.1
373,38439,18,Capoue,38439,55,48,48,1537,1,1,4,29,0,0,0,3,0,0,0,262,280.2,165.9,150.0,59.7
374,89085,18,Chalobah,89085,45,42,13,447,0,0,3,7,0,0,0,1,0,0,0,40,78.8,26.5,95.0,20.0
375,216058,18,Quina,216058,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
439,60232,18,Dawson,60232,50,48,87,2510,2,1,8,39,0,0,0,6,0,0,4,453,629.6,181.3,298.0,111.2
376,55459,19,Cresswell,55459,50,49,118,3069,1,7,10,60,0,0,0,7,0,0,10,613,690.2,562.7,193.0,145.0
377,40669,19,Ogbonna,40669,45,42,77,2880,1,0,7,60,0,0,0,3,0,0,4,520,687.8,81.4,145.0,91.4
378,105717,19,Masuaku,105717,45,42,68,1867,0,3,6,29,0,0,0,5,0,0,2,352,385.0,295.1,128.0,80.7
379,20658,19,Zabaleta,20658,50,49,90,3289,0,1,10,62,1,0,0,9,0,0,6,563,635.0,293.7,77.0,100.7
383,48717,19,Reid,48717,50,48,42,1452,0,0,5,27,0,0,0,5,0,0,3,264,322.4,48.8,64.0,43.6
384,222018,19,Johnson,222018,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
385,41464,19,Arnautovic,41464,70,71,144,2309,11,7,7,50,0,0,0,5,1,0,12,440,713.8,543.0,1155.0,241.1
386,43020,19,Chicharito,43020,70,67,93,1537,8,2,6,36,0,0,0,3,0,0,14,309,373.6,312.4,476.0,115.0
388,37096,19,Fabianski,37096,45,47,157,3420,0,0,9,56,0,3,0,0,0,137,14,772,1087.8,10.0,0.0,109.9
389,57531,19,Antonio,57531,75,74,62,1350,3,2,7,23,0,0,0,1,0,0,1,188,296.6,256.3,393.0,94.6
391,86934,19,Lanzini,86934,70,66,106,2039,5,7,6,44,0,0,1,4,0,0,11,470,559.4,624.9,502.0,168.8
393,18987,19,Snodgrass,18987,60,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
394,54102,19,Wilshere,54102,55,50,46,1185,1,3,4,16,0,0,0,6,0,0,2,236,258.4,281.8,169.0,71.0
395,204480,19,Rice,204480,45,44,41,1421,0,0,3,29,0,0,0,1,0,0,0,280,310.4,35.7,29.0,37.5
396,18073,19,Noble,18073,55,53,84,2400,4,0,7,45,0,0,0,6,0,0,7,461,527.6,337.8,141.0,100.8
398,179830,19,Diangana,179830,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
400,59779,19,Obiang,59779,45,42,54,1562,2,0,5,29,0,0,0,3,0,0,6,270,377.8,132.1,88.0,60.1
