id,code,team,web_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
69,154566,3,Solanke,154566,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
71,217331,3,Surridge,217331,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
72,40349,3,Begovic,40349,50,46,2,180,0,0,0,5,0,0,0,0,0,1,0,17,13.2,0.0,0.0,1.3
73,18726,3,Boruc,18726,45,45,120,3150,0,0,9,63,0,2,0,2,0,115,7,657,815.4,10.0,0.0,82.4
75,90105,3,Fraser,90105,50,46,100,1764,3,9,7,32,0,0,0,3,0,0,8,345,338.4,536.5,332.0,120.7
77,56872,3,Stanislas,56872,55,46,107,1467,7,6,4,29,0,0,0,1,0,0,13,372,454.6,406.9,418.0,128.0
78,103912,3,Ibe,103912,55,49,36,1055,0,0,3,22,0,0,0,0,0,0,0,133,113.0,268.3,235.0,61.5
79,155408,3,Lewis Cook,155408,45,42,17,432,0,2,1,7,0,0,0,1,0,0,1,81,100.8,89.8,28.0,21.8
80,15237,3,Surman,15237,50,46,44,1800,0,1,4,38,0,0,0,1,1,0,0,288,256.8,223.8,90.0,57.0
81,40387,3,Gosling,40387,50,47,49,1366,2,0,4,24,0,0,0,6,0,0,2,254,254.0,181.7,168.0,60.5
83,51927,5,Mee,51927,45,44,94,3015,1,2,9,49,2,0,0,5,0,0,6,592,890.0,93.7,281.0,126.7
84,17761,5,Tarkowski,17761,40,40,23,568,0,0,1,11,0,0,0,1,0,0,0,111,146.2,53.4,81.0,27.5
85,68983,5,Lowton,68983,45,45,90,3240,0,2,9,53,0,0,0,9,0,0,5,631,770.6,491.5,80.0,134.2
86,17997,5,Bardsley,17997,45,42,27,1168,0,0,3,17,0,0,0,4,1,0,0,174,155.0,146.7,51.0,35.4
88,41674,5,Long,41674,40,40,3,270,0,0,0,6,0,0,0,0,0,0,0,39,56.4,0.2,4.0,6.1
89,83312,5,Gibson,83312,45,49,121,3420,1,1,11,53,0,0,0,4,0,0,14,682,818.4,55.7,248.0,112.2
90,44699,5,Barnes,44699,45,46,81,1774,6,3,6,27,0,0,0,6,1,0,10,241,328.8,277.1,663.0,125.5
92,81183,5,Vydra,81183,45,45,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0
93,98747,5,Pope,98747,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
95,15749,5,Hart,15749,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
96,60586,5,Gudmundsson,60586,55,48,47,999,1,3,3,19,0,0,0,1,0,0,3,187,220.0,267.3,161.0,64.8
98,90517,5,Brady,90517,55,55,39,719,1,3,1,11,0,0,0,1,0,0,4,143,151.2,253.0,116.0,51.6
99,39847,5,Defour,39847,60,56,54,1068,1,3,5,13,0,0,0,1,0,0,6,245,249.2,386.4,96.0,73.3
100,83314,5,Hendrick,83314,55,53,76,2691,2,1,9,47,0,0,0,6,1,0,1,286,284.6,234.4,259.0,77.4
101,60551,5,Westwood,60551,45,45,13,551,0,0,1,9,0,0,0,3,0,0,0,68,50.8,64.3,2.0,11.8
102,40145,5,Cork,40145,50,46,50,2232,0,1,3,51,2,0,0,7,0,0,0,348,331.2,222.0,168.0,71.6
430,17349,5,Lennon,17349,60,55,22,509,0,1,2,5,0,0,0,0,0,0,0,104,78.0,93.4,54.0,22.3
447,39487,5,Pieters,39487,45,46,103,3151,0,2,10,50,0,0,0,5,0,0,9,614,583.2,353.8,130.0,107.1
451,44683,5,Rodriguez,44683,65,59,73,893,5,2,3,15,0,0,0,0,0,0,8,170,255.2,132.8,507.0,89.4
103,82263,6,Alonso,82263,60,69,177,2693,6,5,15,19,0,0,0,2,0,0,11,675,618.2,420.4,536.0,157.6
105,41328,6,Azpilicueta,41328,60,64,170,3420,1,5,16,33,0,0,0,4,0,0,22,872,792.8,422.8,150.0,136.8
106,41270,6,David Luiz,41270,60,62,132,2954,1,1,15,26,0,0,0,6,0,0,10,675,651.0,158.1,280.0,109.1
110,44346,6,Giroud,44346,90,81,116,1206,12,5,4,16,0,0,0,2,0,0,17,432,522.6,275.1,797.0,158.9
112,20310,6,Caballero,20310,50,48,64,1452,0,0,6,13,0,1,0,0,0,31,1,295,266.6,0.0,0.0,26.8
113,47431,6,Willian,47431,75,70,114,1534,8,3,6,19,0,0,0,3,0,0,13,441,491.4,809.4,522.0,182.1
114,49579,6,Pedro,49579,75,68,162,2140,9,10,15,15,0,0,0,6,0,0,18,580,639.0,697.9,669.0,198.8
115,126187,6,Loftus-Cheek,126187,55,50,6,35,0,0,0,0,0,0,0,0,0,0,0,16,3.8,3.9,25.0,3.4
117,88894,6,Barkley,88894,75,70,144,2900,5,11,12,36,0,0,0,5,0,0,11,534,692.4,1237.6,973.0,290.3
119,116594,6,Kanté,116594,50,47,83,3138,1,1,13,33,0,0,0,9,0,0,1,554,515.4,432.8,244.0,119.0
120,61603,6,Drinkwater,61603,55,53,69,2466,1,1,8,44,0,0,0,6,0,0,3,384,401.8,307.1,213.0,92.0
459,103192,6,Zouma,103192,55,53,15,250,0,1,0,8,0,0,0,0,0,0,3,69,60.6,13.5,4.0,7.8
461,94245,6,Batshuayi,94245,90,84,48,254,5,1,0,3,0,0,0,0,0,0,4,169,193.2,40.9,277.0,50.7
462,167767,6,Kenedy,167767,55,51,3,90,0,0,0,3,0,0,0,0,0,0,0,8,1.8,11.8,46.0,6.0
123,74230,7,van Aanholt,74230,50,49,98,2498,5,1,5,53,0,0,0,3,0,0,9,534,616.0,534.2,383.0,153.5
124,49413,7,Tomkins,49413,50,48,75,1974,3,0,6,36,0,0,0,4,0,0,5,359,471.0,35.7,213.0,72.1
125,40784,7,Sakho,40784,50,47,35,686,0,0,4,6,0,0,0,0,0,0,6,155,143.4,48.7,40.0,23.2
126,55494,7,Ward,55494,50,48,86,3417,0,1,7,63,0,0,0,7,0,0,7,568,608.2,263.7,129.0,100.4
127,19188,7,Dann,19188,55,51,61,1752,3,1,2,36,0,0,0,2,0,0,4,310,459.0,73.1,426.0,96.0
128,58786,7,Kelly,58786,45,42,46,2124,0,2,2,44,0,0,0,4,0,0,0,323,421.8,125.1,61.0,61.0
129,54861,7,Benteke,54861,75,72,136,3131,15,2,7,58,0,0,2,10,0,0,13,382,640.2,484.4,1762.0,286.1
130,59125,7,Wickham,59125,60,55,18,412,2,0,0,6,0,0,0,1,0,0,0,59,87.6,36.2,132.0,25.0
132,20066,7,Hennessey,20066,45,43,92,2610,0,0,7,46,0,0,0,1,0,83,4,497,600.4,31.1,0.0,63.2
133,82403,7,Zaha,82403,55,58,149,3019,7,11,7,56,0,0,0,8,0,0,13,481,740.4,606.4,865.0,221.2
134,66975,7,Milivojevic,66975,50,50,42,1224,2,0,5,16,0,0,0,4,0,0,3,169,192.4,96.5,130.0,41.8
135,60252,7,Townsend,60252,65,57,116,2520,3,7,7,38,0,0,0,4,0,0,16,492,552.4,852.4,511.0,191.3
137,86417,7,Schlupp,86417,50,47,47,1139,0,2,3,17,0,0,0,0,0,0,4,237,214.2,100.4,65.0,38.1
138,50471,7,McArthur,50471,50,47,93,1999,5,3,3,39,0,0,0,5,0,0,8,363,400.4,284.5,300.0,97.7
139,55037,7,Kouyaté,55037,55,50,79,2723,1,1,9,46,0,0,0,3,0,0,3,438,458.8,147.4,200.0,80.5
140,221275,7,Dreher,221275,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
468,80146,7,Ayew,80146,50,50,39,867,1,4,5,7,0,0,0,1,0,0,2,122,141.0,122.5,219.0,47.9
143,106611,8,Keane,106611,50,50,113,3150,2,1,10,49,0,0,0,4,0,0,10,619,930.8,96.7,557.0,158.6
144,59949,8,Coleman,59949,55,56,133,2316,4,4,10,28,0,0,0,3,0,0,15,548,596.0,308.9,297.0,120.3
145,12745,8,Baines,12745,55,58,135,2819,2,5,11,34,0,0,1,4,0,0,15,647,570.8,695.0,151.0,141.9
147,177815,8,Calvert-Lewin,177815,45,45,17,347,1,0,0,7,0,0,0,1,0,0,1,46,53.2,10.0,82.0,14.1
148,111234,8,Pickford,111234,40,42,102,2610,0,0,4,50,0,0,0,0,0,135,9,608,933.0,40.0,0.0,97.4
149,10318,8,Stekelenburg,10318,50,47,68,1683,0,0,4,24,1,2,0,2,0,43,3,309,350.4,0.1,0.0,35.1
151,55422,8,Sigurdsson,55422,75,74,181,3327,9,13,7,70,0,0,0,2,0,0,18,684,905.4,1302.7,1074.0,328.3
153,20467,8,Walcott,20467,75,72,122,1916,10,3,8,26,0,0,1,1,0,0,7,380,541.8,280.5,1023.0,184.1
154,173807,8,Davies,173807,45,44,63,1544,2,3,8,17,0,0,0,4,0,0,0,248,259.0,246.1,208.0,70.9
155,219352,8,Lookman,219352,55,50,16,289,1,0,1,2,0,0,0,0,0,0,0,33,55.8,15.5,193.0,26.1
156,80801,8,Gueye,80801,50,50,80,2681,1,2,9,31,0,0,0,11,0,0,9,540,555.8,434.1,237.0,122.9
157,50472,8,McCarthy,50472,50,47,23,613,1,1,0,10,0,0,0,2,0,0,0,100,119.8,80.4,84.0,28.6
158,42774,8,Schneiderlin,42774,50,45,37,1073,1,0,5,14,0,0,0,2,0,0,1,214,216.2,112.3,90.0,42.0
205,41823,8,Delph,41823,50,47,13,224,1,0,0,4,0,0,0,1,0,0,0,62,68.2,42.3,43.0,15.3
478,194164,8,Holgate,194164,45,41,54,1372,0,1,5,18,0,0,0,2,0,0,5,303,286.8,152.2,83.0,52.3
160,95658,9,Maguire,95658,45,44,71,2307,2,3,4,53,0,0,0,5,0,0,5,483,707.6,157.2,439.0,130.6
161,172850,9,Chilwell,172850,45,43,19,699,1,0,1,18,0,0,0,2,0,0,0,136,137.0,48.4,88.0,27.2
162,37642,9,Evans,37642,45,44,79,2637,2,1,4,39,0,0,0,8,0,0,7,478,626.6,117.5,259.0,100.6
163,37402,9,Fuchs,37402,55,53,104,3103,2,4,8,57,0,0,0,10,0,0,10,679,802.0,536.4,152.0,149.4
165,15033,9,Morgan,15033,50,46,63,2430,1,1,5,45,0,0,0,3,0,0,0,360,480.0,48.4,284.0,81.4
166,101668,9,Vardy,101668,100,99,161,2801,13,8,7,57,0,0,0,2,1,0,24,555,629.8,450.4,955.0,202.5
167,173515,9,Iheanacho,173515,70,60,52,537,4,3,1,9,0,0,0,0,0,0,6,180,224.0,193.7,463.0,87.4
168,17745,9,Schmeichel,17745,50,49,109,2666,0,0,8,47,0,0,0,1,0,113,10,585,757.4,0.0,0.0,75.8
169,11974,9,Jakupovic,11974,40,41,86,1980,0,0,5,36,0,2,0,0,0,73,7,431,554.2,0.3,4.0,55.8
174,51938,9,Albrighton,51938,55,50,95,2412,2,6,8,47,0,0,0,5,0,0,3,468,483.8,719.8,272.0,147.6
175,172632,9,Gray,172632,50,48,58,1049,1,4,4,20,0,0,0,2,0,0,0,210,220.4,268.8,233.0,72.2
176,203341,9,Ndidi,203341,50,46,59,1521,2,3,4,28,0,0,0,0,0,0,2,288,313.6,93.8,357.0,76.4
177,61604,9,James,61604,45,45,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
178,155569,9,Amartey,155569,45,43,53,1673,1,1,4,35,0,0,0,3,0,0,3,262,254.4,204.0,109.0,57.0
179,86881,9,Mendy,86881,45,44,6,269,0,0,1,5,0,0,0,1,0,0,0,26,16.8,24.9,0.0,4.0
480,13152,9,King,13152,50,47,41,1446,1,0,1,26,0,0,0,4,0,0,1,217,258.4,122.7,167.0,54.9
181,122798,10,Robertson,122798,45,44,73,2736,1,2,5,59,0,0,0,5,0,0,4,488,502.6,352.8,100.0,95.6
182,169187,10,Alexander-Arnold,169187,45,43,8,167,0,0,0,2,0,0,0,0,0,0,0,32,32.4,20.2,48.0,10.1
183,97032,10,van Dijk,97032,55,56,75,1852,1,0,7,23,0,0,0,3,1,0,14,435,546.2,81.1,232.0,86.0
184,171287,10,Gomez,171287,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
185,60914,10,Matip,60914,55,54,97,2457,1,0,9,25,0,0,0,3,0,0,7,557,588.6,143.3,348.0,108.0
186,38454,10,Lovren,38454,50,49,106,2553,2,1,11,31,0,0,0,6,0,0,6,589,715.4,119.2,236.0,107.1
187,92217,10,Firmino,92217,85,85,180,3062,11,11,11,39,0,0,0,5,0,0,17,639,869.6,1127.3,1569.0,356.9
188,152760,10,Origi,152760,70,60,96,1469,7,4,7,18,0,0,0,0,0,0,8,297,360.0,264.4,551.0,116.1
190,66797,10,Mignolet,66797,50,48,110,2520,0,0,9,30,0,2,0,0,0,52,7,506,461.2,0.0,0.0,46.0
192,110979,10,Mané,110979,90,93,156,2242,13,7,8,26,0,0,0,4,0,0,14,502,727.0,660.7,1074.0,246.0
193,81880,10,Chamberlain,81880,60,58,83,1564,2,7,4,22,0,0,0,1,0,0,3,393,435.4,519.9,416.0,137.5
194,68312,10,Shaqiri,68312,65,60,80,1699,4,2,8,21,0,0,0,2,0,0,8,275,293.6,672.9,453.0,141.6
195,39155,10,Lallana,39155,70,67,139,2338,8,7,9,32,0,0,0,3,0,0,14,543,679.4,693.0,825.0,219.5
198,56979,10,Henderson,56979,65,62,73,2116,1,4,7,28,0,0,0,8,0,0,9,467,507.4,554.3,93.0,115.5
199,41733,10,Wijnaldum,41733,80,75,149,2974,6,9,11,37,0,0,0,2,0,0,14,650,648.4,694.5,639.0,198.5
200,15157,10,Milner,15157,65,63,139,3154,7,4,12,35,0,0,1,5,0,0,16,682,919.0,937.0,493.0,235.2
464,195473,10,Brewster,195473,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
203,58621,11,Walker,58621,55,62,142,2701,0,6,14,21,0,0,0,8,0,0,18,640,564.0,570.5,264.0,140.2
206,206325,11,Zinchenko,206325,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
207,97299,11,Stones,97299,50,46,59,2014,0,0,4,29,0,0,0,1,0,0,4,435,441.4,78.0,174.0,69.7
208,57410,11,Otamendi,57410,60,59,100,2592,1,2,9,28,0,0,0,9,0,0,10,640,772.4,125.6,276.0,117.6
210,37572,11,Agüero,37572,130,127,175,2404,20,5,8,30,0,0,1,4,1,0,32,640,871.8,518.2,1853.0,323.9
211,205651,11,Jesus,205651,90,91,67,651,7,4,3,5,0,0,0,2,0,0,12,258,335.8,165.9,436.0,92.9
213,33148,11,Bravo,33148,55,50,73,1968,0,0,6,26,0,1,0,0,0,33,3,366,292.2,0.0,0.0,28.9
214,103955,11,Sterling,103955,80,75,149,2509,7,14,9,27,0,0,0,7,0,0,11,468,527.0,688.3,1170.0,237.7
215,61366,11,De Bruyne,61366,105,105,199,2877,6,21,11,34,0,0,1,4,0,0,33,825,872.4,1702.0,790.0,336.6
216,182156,11,Sané,182156,80,77,105,1781,5,7,9,15,0,0,0,4,0,0,8,343,397.2,505.1,632.0,153.7
217,103025,11,Mahrez,103025,95,89,120,2826,6,4,9,48,0,0,2,4,0,0,9,437,573.0,802.1,898.0,227.8
219,20664,11,David Silva,20664,90,86,130,2760,4,9,12,32,0,0,0,6,0,0,12,621,671.2,1388.4,801.0,286.2
221,27789,11,Fernandinho,27789,55,53,78,2755,2,1,10,27,0,0,0,4,2,0,3,483,546.6,575.7,364.0,148.5
222,59859,11,Gündogan,59859,55,49,41,704,3,1,3,8,0,0,0,0,0,0,2,196,186.8,209.6,199.0,59.6
440,145235,11,Angeliño,145235,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
122,214590,12,Wan-Bissaka,214590,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
223,55909,12,Smalling,55909,60,58,52,1217,1,1,4,16,0,0,0,0,0,0,1,282,342.6,36.1,95.0,47.4
224,18892,12,Young,18892,55,50,26,760,0,1,4,6,0,0,0,2,0,0,1,154,147.4,167.0,61.0,37.6
226,106760,12,Shaw,106760,55,52,45,688,0,3,4,6,0,0,0,1,0,0,4,202,139.2,160.5,64.0,36.5
227,58893,12,Rojo,58893,55,52,77,1663,1,0,8,13,0,0,0,5,0,0,7,394,446.4,71.0,147.0,66.5
228,197365,12,Bailly,197365,55,55,105,2058,0,0,13,15,0,0,0,4,0,0,14,542,481.2,31.0,98.0,61.2
230,40002,12,Darmian,40002,55,50,70,1333,0,0,9,8,0,0,0,3,0,0,6,319,206.0,74.0,13.0,29.4
231,76359,12,Jones,76359,50,45,55,1584,0,0,5,14,0,0,0,2,0,0,4,362,437.8,35.2,89.0,56.3
232,66749,12,Lukaku,66749,90,101,221,3266,25,6,13,42,0,0,0,3,0,0,33,824,1171.6,701.4,1670.0,354.1
233,176297,12,Rashford,176297,70,64,76,1712,5,3,7,15,0,0,0,3,0,0,2,287,316.2,411.4,734.0,145.5
235,51940,12,de Gea,51940,55,55,136,3150,0,0,14,29,0,0,0,2,0,74,5,575,542.4,10.0,0.0,55.0
236,42899,12,Romero,42899,50,47,23,180,0,0,2,0,0,1,0,0,0,10,3,80,77.2,0.0,0.0,7.7
237,6744,12,Grant,6744,40,43,106,2520,0,0,9,34,0,0,0,1,0,91,9,546,644.0,0.0,0.0,64.7
238,74208,12,Pogba,74208,85,82,115,2608,5,4,13,21,0,0,0,7,0,0,14,512,713.0,953.5,839.0,250.0
239,148225,12,Martial,148225,95,92,95,1553,4,6,9,13,0,0,0,2,0,0,9,302,382.8,399.1,579.0,136.2
240,37265,12,Sánchez,37265,110,117,264,3217,24,11,13,41,0,0,1,6,0,0,32,834,1357.8,1278.3,1896.0,453.4
241,109322,12,Lingard,109322,60,56,60,1360,1,3,7,12,0,0,0,3,0,0,3,227,229.4,522.3,439.0,118.0
242,43670,12,Mata,43670,75,72,102,1614,6,3,10,16,1,0,0,3,0,0,14,457,457.6,747.5,598.0,179.9
243,200617,12,James,200617,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
245,209041,12,Gomes,209041,45,45,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0.8,3.8,0.0,0.5
246,156689,12,Pereira,156689,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
247,62398,12,Matic,62398,50,48,105,2694,1,8,15,24,0,0,0,4,0,0,1,550,546.8,447.1,279.0,127.5
248,195851,12,McTominay,195851,45,45,3,97,0,0,1,0,0,0,0,1,0,0,0,16,22.2,19.1,17.0,5.8
481,180804,12,Tuanzebe,180804,40,40,14,303,0,0,2,4,0,0,0,0,0,0,0,69,32.6,27.7,18.0,7.8
253,151119,13,Yedlin,151119,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
254,57145,13,Fernández,57145,45,42,63,2430,0,1,6,41,0,0,0,7,0,0,4,435,579.4,38.2,206.0,82.9
256,109528,13,Manquillo,109528,45,43,38,1430,1,0,2,28,0,0,0,2,0,0,0,210,242.2,98.7,66.0,40.8
261,61316,13,Joselu,61316,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
268,76542,13,Ki Sung-yueng,76542,55,50,41,1291,0,1,4,28,0,0,0,3,0,0,0,220,160.4,210.9,77.0,44.4
454,113564,14,Byram,113564,45,42,29,1249,0,1,3,27,0,0,0,5,1,0,2,198,202.2,118.2,72.0,39.4
70,178304,15,Mousset,178304,55,51,14,270,0,1,1,4,1,0,0,0,0,0,0,22,27.8,39.6,109.0,16.1
444,7645,15,Jagielka,7645,50,49,104,2251,3,3,6,32,0,0,0,4,1,0,16,533,751.4,71.7,278.0,110.1
305,40146,16,Bertrand,40146,55,56,123,2507,2,5,12,36,0,0,0,3,0,0,9,575,517.4,442.4,255.0,121.5
308,88900,16,Stephens,88900,40,42,60,1471,0,1,6,24,0,0,0,1,0,0,10,341,350.4,58.2,58.0,46.6
310,80447,16,Yoshida,80447,45,45,78,2070,1,1,7,32,0,0,0,2,0,0,8,469,532.6,62.8,277.0,87.5
312,78356,16,Austin,78356,65,63,62,934,6,1,6,8,0,0,0,1,0,0,10,218,274.2,134.3,573.0,97.9
313,84939,16,Ings,84939,60,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
315,20452,16,Long,20452,65,61,57,1262,3,2,2,23,0,0,1,2,0,0,2,159,201.6,231.6,584.0,100.1
317,40383,16,Forster,40383,50,50,134,3420,0,0,14,48,0,1,0,3,0,76,4,625,553.6,10.0,0.0,56.4
318,58376,16,McCarthy,58376,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
319,107265,16,Gunn,107265,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
320,83283,16,Redmond,83283,60,59,126,2898,7,1,12,40,0,0,0,2,1,0,13,483,545.6,880.3,1021.0,243.8
321,101178,16,Ward-Prowse,101178,55,50,92,1883,4,4,9,26,0,0,0,4,0,0,5,377,427.4,729.1,448.0,160.7
325,132015,16,Højbjerg,132015,45,42,38,1300,0,0,6,16,0,0,0,2,0,0,0,232,222.0,305.0,216.0,74.1
328,78056,16,Oriol Romeu,78056,45,44,80,3071,1,0,13,42,0,0,0,11,0,0,4,566,585.6,280.5,240.0,110.7
486,58822,16,Cédric,58822,50,49,102,2515,0,3,11,36,0,0,0,7,0,0,11,584,591.0,648.9,155.0,139.6
329,115556,17,Davies,115556,50,50,90,1739,1,3,8,13,0,0,0,1,0,0,5,443,452.0,449.6,156.0,105.8
330,39194,17,Vertonghen,39194,55,58,126,2894,0,0,15,21,0,0,0,5,0,0,8,733,790.8,121.1,138.0,105.1
331,55605,17,Alderweireld,55605,65,64,120,2601,1,0,14,17,0,0,0,1,0,0,4,611,618.4,102.2,363.0,108.6
332,38290,17,Rose,38290,60,58,84,1530,2,3,8,11,0,0,0,8,0,0,6,357,387.4,371.5,237.0,99.6
334,77794,17,Trippier,77794,50,47,51,568,0,5,3,3,0,0,0,1,0,0,7,202,183.8,185.6,35.0,40.6
338,78830,17,Kane,78830,110,119,224,2523,29,7,14,19,0,0,1,3,0,0,33,920,1279.0,548.4,1530.0,336.0
339,165990,17,Janssen,165990,80,75,55,845,2,3,3,8,0,0,0,0,0,0,3,134,158.0,241.3,501.0,89.4
340,37915,17,Lloris,37915,55,55,143,3004,0,0,15,24,0,0,0,0,0,78,6,665,664.6,20.0,2.0,68.7
341,102884,17,Gazzaniga,102884,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
342,85971,17,Son,85971,75,72,174,2063,14,9,10,18,0,0,0,2,0,0,13,512,753.4,642.3,1161.0,255.6
343,80607,17,Eriksen,80607,85,89,218,3159,8,20,16,24,0,0,0,0,0,0,30,798,974.6,1679.2,1244.0,389.7
344,108823,17,Alli,108823,85,91,225,3036,18,11,17,22,0,0,0,4,0,0,17,679,969.6,778.7,1270.0,301.7
346,62974,17,Lamela,62974,70,66,28,595,1,1,4,2,0,0,1,1,0,0,4,93,121.8,275.2,225.0,62.2
347,157668,17,Winks,157668,45,45,30,494,1,1,0,6,0,0,0,1,0,0,0,141,128.0,122.1,77.0,32.8
348,54756,17,Wanyama,54756,50,48,103,3012,4,2,12,25,0,0,0,10,0,0,7,578,609.6,486.0,480.0,157.7
349,45268,17,Sissoko,45268,70,66,43,909,0,3,4,5,0,0,0,3,0,0,0,162,133.0,274.2,212.0,61.0
350,93264,17,Dier,93264,55,50,93,3043,2,0,16,24,0,0,0,6,0,0,4,505,663.6,223.8,315.0,120.7
353,40868,18,Holebas,40868,45,46,87,2905,2,4,7,61,0,0,0,14,0,0,9,547,666.8,567.6,211.0,144.6
